Time_s,Raw_Theta_deg
7.882860385883050469e+01,6.295056012006914337e+00
7.883693669221938194e+01,6.295056012006914337e+00
7.884526952560825919e+01,6.295056012006914337e+00
7.885360235899715065e+01,6.295056012006914337e+00
7.886193519238602789e+01,2.829388538480334336e+00
7.887026802577490514e+01,2.829388538480334336e+00
7.887860085916379660e+01,2.829388538480334336e+00
7.888693369255267385e+01,2.829388538480334336e+00
7.889526652594156531e+01,-6.723234227953009956e-01
7.890359935933044255e+01,-6.723234227953009956e-01
7.891193219271931980e+01,-6.723234227953009956e-01
7.892026502610821126e+01,-6.723234227953009956e-01
7.892859785949708851e+01,-3.500238120920869278e+00
7.893693069288597997e+01,-3.500238120920869278e+00
7.894526352627485721e+01,-3.500238120920869278e+00
7.895359635966373446e+01,-3.500238120920869278e+00
7.896192919305262592e+01,-4.776098218750491675e+00
7.897026202644150317e+01,-4.776098218750491675e+00
7.897859485983038041e+01,-4.776098218750491675e+00
7.898692769321927187e+01,-4.776098218750491675e+00
7.899526052660814912e+01,-5.020105647391785553e+00
7.900359335999704058e+01,-5.020105647391785553e+00
7.901192619338591783e+01,-5.020105647391785553e+00
7.902025902677479507e+01,-5.020105647391785553e+00
7.902859186016368653e+01,-3.763082153903851701e+00
7.903692469355256378e+01,-3.763082153903851701e+00
7.904525752694145524e+01,-3.763082153903851701e+00
7.905359036033033249e+01,-3.763082153903851701e+00
7.906192319371920973e+01,-1.076426554385624179e+00
7.907025602710810119e+01,-1.076426554385624179e+00
7.907858886049697844e+01,-1.076426554385624179e+00
7.908692169388585569e+01,-1.076426554385624179e+00
7.909525452727474715e+01,2.123372940538115206e+00
7.910358736066362439e+01,2.123372940538115206e+00
7.911192019405251585e+01,2.123372940538115206e+00
7.912025302744139310e+01,2.123372940538115206e+00
7.912858586083027035e+01,6.002690477117960555e+00
